Il10ra,358
Ptpn6,359
Pecam1,360
Apbb1ip,361
Cd72,362
Sirpa,363
Pirb,364
Atp6v1b2,365
Atp6v0e,366
Atp6ap1,367
Rnasek,368
Cul3,369
Nedd8,370
Arih1,371
Spop,372
Klhl24,373
Ppp1cc,374
Ppp1cb,375
Ppp1r12c,376
Ppp1r12a,377
Myl12a,378
Rock1,379
Myl12b,380
Ppp1r10,381
Ppp1ca,382
Myl9,383
Myl6,384
Tax1bp1,385
Gabarap,386
Itch,387
Rnf11,388
Gabarapl2,389
Arhgef18,390
Stxbp2,391
Stx11,392
Myo5a,393
Rab11b,394
Grap,395
Grb2,396
Srpk1,397
Srsf6,398
Srsf1,399
Srsf5,400
Srsf7,401
Srsf2,402
Srsf3,403
Hnrnpa2b1,404
Ptbp1,405
Hnrnph1,406
Hnrnpl,407
Tra2b,408
Ybx1,409
Fus,410
Tardbp,411
Hnrnpf,412
Hnrnpa1,413
Hnrnpm,414
Hnrnpc,415
Cd44,416
Mmp9,417
Srgn,418
Cxcr2,419
Ptprc,420
Msn,421
Pkm,422
Cxcr4,423
Cd24a,424
Ezr,425
Wdr1,426
Capzb,427
Cfl1,428
Polr2a,429
Cdk9,430
Supt4a,431
Ddb1,432
Ddx6,433
Pcf11,434
Taf10,435
Setd2,436
Fcer2a,437
Cr2,438
Trim28,439
Chd3,440
Eif4g2,441
Eif4a2,442
Eif4g1,443
Eif4a1,444
Ctcf,445
Stag2,446
Psmb4,447
Psme1,448
Psmb8,449
Psma7,450
Psmd8,451
Psma3,452
Psmb3,453
Tpr,454
Tpm3,455
Arpc2,456
Arpc5,457
Actr2,458
Actr3,459
Arpc5l,460
Wasf2,461
Arpc3,462
Arpc1a,463
Arpc1b,464
Brk1,465
Arpc4,466
Edf1,467
Eif3e,468
Mpl,469
U2af2,470
Rac2,471
Itsn2,472
Map3k1,473
Diaph1,474
Ablim1,475
Arhgdib,476
Vasp,477
Arhgap17,478
Dock11,479
Dock10,480
Dock8,481
Fmnl1,482
Wipf1,483
B4galnt1,484
Kif5b,485
Tcf3,486
Vcl,487
Csnk2b,488
Csnk1a1,489
Ptpn1,490
Tbl1xr1,491
Cbl,492
Arhgap10,493
Ctbp1,494
Tcf4,495
Chd8,496
Vars,497
Eef1d,498
Ppp2r5c,499
Ppp4r3b,500
Ppp2r5a,501
Ppp3ca,502
Ppp4c,503
Ppp4r3a,504
Hspa8,505
Cct5,506
Cct8,507
Cct7,508
Cct2,509
Stk24,510
Tcp1,511
Pfn1,512
Arhgef2,513
Arhgef1,514
Pkn1,515
Akap13,516
Ddx5,517
Smarca2,518
Smarcd2,519
Ctsd,520
Lamp2,521
Ctsb,522
Lamp1,523
Usp7,524
Ube2l6,525
Ube2l3,526
Ube2v1,527
Hipk1,528
Vdac3,529
Slc25a5,530
Vdac2,531
Tspo,532
Dynll1,533
Dynlrb1,534
Ewsr1,535
Dhx9,536
Brd4,537
Brd2,538
Cdk13,539
Aff4,540
Elob,541
Vps4b,542
Pdcd6ip,543
Chmp4b,544
Nxf1,545
Ddx39b,546
Eif4a3,547
Hnrnpul1,548
Stx7,549
Snap23,550
Tnfrsf13b,551
Tnfrsf13c,552
Sumo2,553
Rbm25,554
Prpf4b,555
Sf1,556
Rbm39,557
Srrm1,558
Luc7l2,559
Rbm5,560
Srrm2,561
Prrc2c,562
Srsf11,563
Snrnp70,564
Odc1,565
Sat1,566
Oaz1,567
Inpp5d,568
Pip4k2a,569
Plcg2,570
Pax5,571
Ets1,572
Ebf1,573
Dnajc7,574
Ndufa3,575
Ube2i,576
Rnf4,577
Actn1,578
Parvb,579
Zyx,580
Actn4,581
Slamf1,582
Becn1,583
Pabpc1,584
Dnaja1,585
Dnajb6,586
Gak,587
Cers2,588
Cerk,589
Sgms1,590
Capza2,591
Capza1,592
Tab2,593
Ncor1,594
Nbr1,595
Map1lc3b,596
Fli1,597
Tubb1,598
mt-Nd2,599
mt-Nd3,600
mt-Nd4,601
mt-Nd5,602
mt-Nd6,603
mt-Nd4l,604
Mapkapk2,605
Zfp36l1,606
Atf4,607
Zfp36,608
Zfp36l2,609
H3f3b,610
H2bc4,611
Zmynd11,612
Eed,613
Atrx,614
Kat6a,615
H2az1,616
Jarid2,617
Morc3,618
Bptf,619
Rbbp4,620
H4c3,621
H3f3a,622
H4c8,623
Hist1h4n,624
Hist1h4m,625
Cyth1,626
Arf6,627
Arf1,628
Ppia,629
Zfp207,630
Il1b,631
Cyth4,632
H2ac19,633
H2ac18,634
Stk4,635
Mob1a,636
Papola,637
Pabpn1,638
Srsf10,639
Chd4,640
Mta2,641
Tbc1d15,642
Bnip3l,643
Ikzf1,644
Grk2,645
Adrb2,646
Cltc,647
Grk6,648
Ccl6,649
Ccl5,650
Ccr2,651
Ppm1a,652
Mff,653
Mylk,654
Cald1,655
Fkbp1a,656
Nrgn,657
Fkbp8,658
Srrt,659
Snx3,660
Snx5,661
Snx2,662
Rab7,663
Mical1,664
Nedd9,665
Lims1,666
Rsu1,667
Tmsb4x,668
Ifngr1,669
Ppib,670
Fgr,671
Elmo1,672
Hcls1,673
Cnot2,674
Cnot6l,675
Cnot1,676
Ldb1,677
Lmo2,678
Mknk2,679
Sptbn1,680
Sptan1,681
Mdh1,682
Acly,683
Glud1,684
Cyfip2,685
Nckap1l,686
Abi1,687
Hnrnpab,688
Edem1,689
Eif3m,690
Clk4,691
Clk1,692
Ube2b,693
Rtn4,694
Rtn3,695
Nfkbia,696
Sh3kbp1,697
Laptm4a,698
Laptm5,699
Ap2m1,700
Eps15,701
Epn1,702
Fcho1,703
Ddx17,704
Prpf8,705
Sf3b2,706
Syf2,707
Dhx15,708
Pcbp1,709
Snrpe,710
Nme2,711
Ctps2,712
Lsm12,713
Atxn2l,714
Mia2,715
Preb,716
Nfkb2,717
Ahsa1,718
Cpsf3,719
Tmed10,720
Tmed2,721
Psenen,722
Dusp1,723
Ncoa3,724
Junb,725
Jund,726
Evl,727
Eif4h,728
Eif4b,729
Nup210,730
Ly86,731
Cd180,732
Sema4d,733
Pik3ap1,734
Clec1b,735
Fcer1g,736
Fcgr3,737
Cnbp,738
Mapk8ip3,739
Myo1f,740
Map4k4,741
Atpif1,742
Hk1,743
Gls,744
Glul,745
Itgb5,746
Slmap,747
Fgfr1op2,748
Cst3,749
Ctss,750
Tkt,751
Tpi1,752
Taldo1,753
Pgd,754
Aldoa,755
Gpi1,756
Ldha,757
Bin1,758
Mbnl2,759
Qk,760
Fyb,761
Grap2,762
Skap2,763
Acin1,764
Thrap3,765
Psme2b,766
Psme3,767
Psme2,768
Traf3ip3,769
Csde1,770
Derl1,771
Sod1,772
Asap1,773
Arhgef6,774
Gm49909,775
Slc38a2,776
Slc38a1,777
Ciita,778
Helz2,779
Sharpin,780
Ly6c2,781
Trip12,782
Mdm4,783
Ppil2,784
Gsn,785
Dnm2,786
Son,787
Il10rb,788
Txn1,789
Gpx1,790
Tubb2a,791
Bsg,792
Gnas,793
Eno1,794
Nsd3,795
Stk38,796
H2-K1,797
H2-D1,798
H2-Oa,799
H2-DMb2,800
H2-DMa,801
H2-Ob,802
H2-Eb1,803
H2-Ab1,804
H2-DMb1,805
Rin3,806
Mbd2,807
Fech,808
Alas2,809
Slc25a37,810
H2-Aa,811
Anxa1,812
S100a11,813
Fth1,814
Ftl1,815
Ncoa4,816
Dcaf8,817
Dcaf12,818
Trpc4ap,819
Cop1,820
Prdx5,821
Prdx1,822
Pdcd4,823
Mxi1,824
Add3,825
Epb41,826
Add1,827
Tmod3,828
Rhog,829
Oga,830
Gns,831
Huwe1,832
Mcl1,833
Slc25a3,834
Ifitm1,835
Cd81,836
Ifitm3,837
Smg1,838
Mkln1,839
Wdr26,840
Lgals3,841
Cd47,842
Pds5a,843
Lrrk2,844
Rb1cc1,845
Ccpg1,846
Atg16l2,847
Cflar,848
Ppbp,849
Tgfbi,850
Sp100,851
Npm1,852
Ptprcap,853
Elk4,854
Parp1,855
Cd69,856
Ccr7,857
Fcgr2b,858
Prdx6,859
Gstp1,860
Eif2ak3,861
Gpx4,862
Caprin1,863
G3bp2,864
Cd82,865
Sord,866
Gpcpd1,867
Etnk1,868
Hmgb1,869
Snx8,870
Gnb1,871
Gnb2,872
Mbnl1,873
Notch2,874
Adam10,875
Tpm1,876
Ssh2,877
Klf2,878
Sdcbp,879
Gsr,880
Txnip,881
Clta,882
Hacd4,883
Tecr,884
Mier1,885
Picalm,886
Ythdc1,887
Akr1a1,888
Aldh2,889
Mtpn,890
Ptpn12,891
Pstpip1,892
Tle3,893
Arid4b,894
Rere,895
Phf21a,896
Morf4l1,897
Sfpq,898
Nono,899
Matr3,900
Gnai2,901
Gng11,902
Gngt2,903
Gng5,904
Klf3,905
Tec,906
Tial1,907
Ep400,908
Lasp1,909
S1pr1,910
Cpsf7,911
Cbx7,912
Bpgm,913
Fcrla,914
Cxcr5,915
Gga2,916
Git2,917
Malt1,918
Hbb-bs,919
Hba-a2,920
Lsm14a,921
S100a1,922
Ahnak,923
Anp32a,924
Set,925
Atp1b3,926
Atp1a1,927
Stt3b,928
Ost4,929
P2ry12,930
Rasgrp2,931
Mga,932
Med13,933
Rasgrp3,934
Uvrag,935
Rubcn,936
Sh3glb1,937
Azin1,938
R3hdm4,939
Wtap,940
H2-Q4,941
Fbxl5,942
Kdm2a,943
Selenof,944
Selenot,945
Map4k1,946
Rapgef6,947
Bclaf1,948
Kmt2c,949
Ubap2l,950
Lat2,951
Selenow,952
Ctla2a,953
Ctla2b,954
Pcbp2,955
Pld4,956
Cds2,957
Hba-a1,958
Hbb-bt,959
Sipa1,960
Mrfap1,961
S100a8,962
S100a9,963
Hnrnpr,964
H2-Q7,965
H2-Q6,966
Rrp1,967
H2-T23,968
Ptgs1,969
Gp1bb,970
Prdx2,971
Slc4a1,972
Gypa,973
Bcl2l1,974
Ctsz,975
Tmbim6,976
Gabarapl1,977
P2rx1,978
Pros1,979
F5,980
Mif,981
Cd151,982
Iscu,983
Isca1,984
Tpm2,985
Uqcr11,986
Cox7b,987
Uqcrq,988
Itga2,989
C3,990
Anxa11,991
Capn2,992
F10,993
Cd14,994
Lcp2,995
Lat,996
Ptpn11,997
Dusp3,998
P4hb,999
Socs3,1000
Cebpb,1001
Psap,1002
Grn,1003
Lilrb4a,1004
Cd33,1005
Dhcr24,1006
Mgst1,1007
Vdac1,1008
Ctsc,1009
Ppif,1010
Plin2,1011
Lcn2,1012
Ccr1,1013
Ccl9,1014
Micu1,1015
Smdt1,1016
Xbp1,1017
Pygl,1018
Pgm2l1,1019
Gdi2,1020
Rab6a,1021
Hcst,1022
Sirpb1c,1023
Spcs1,1024
Sec11c,1025
Xdh,1026
Gda,1027
Fpr2,1028
Csf2rb,1029
Plaur,1030
Il1r2,1031
Serpine2,1032
Phospho1,1033
Ptpn22,1034
Csk,1035
Srxn1,1036
G6pdx,1037
Tbxas1,1038
Clec4d,1039
Pgk1,1040
Flot1,1041
Vps25,1042
Mlec,1043
Btla,1044
Mpig6b,1045
Csf2ra,1046
H2-Q10,1047
Vps28,1048
Ssr4,1049
Sec61b,1050
Igtp,1051
Cd59a,1052
Rsad2,1053
Isg15,1054
Ndufa2,1055
Cox7a2,1056
Lgals9,1057
Selp,1058
Ssr3,1059
Cnst,1060
Arhgef12,1061
Dynlt1b,1062
Ankrd28,1063
Ppp6r1,1064
Ctnna1,1065
H4c9,1066
Dad1,1067
Necap2,1068
Sh2b3,1069
Cd59b,1070
Sort1,1071
Ltf,1072
Oasl2,1073
Cd177,1074
Ngp,1075
Camp,1076
Mapk3,1077
Atp6v1g1,1078
Pxn,1079
Pgam1,1080
Gdi1,1081
Rab1b,1082
Tnfrsf1a,1083
Mdh2,1084
Ndufb9,1085
Cfp,1086
Tuba1c,1087
Was,1088
Capn1,1089
Ube2m,1090
Rgs19,1091
Gipc1,1092
App,1093
Rps6ka1,1094
Gm14548,1095
Atp6v0d1,1096
Ppp1r9b,1097
Vamp8,1098
Rab11fip1,1099
Arap3,1100
Ap2s1,1101
Mknk1,1102
Slc9a3r1,1103
Entpd1,1104
Sirpb1b,1105
Glrx,1106
Amfr,1107
Os9,1108
Ly6g,1109
Slc16a3,1110
Twf2,1111
Fpr1,1112
Adpgk,1113
Il1rn,1114
Myd88,1115
Bcl10,1116
Tnfrsf1b,1117
Prex1,1118
Dennd5a,1119
Atp1a3,1120
Tlr13,1121
Unc93b1,1122
Chmp2a,1123
Samd14,1124
Pilra,1125
Mrvi1,1126
Itpr2,1127
Cmah,1128
Cmas,1129
Tcf7,1130
Lars2,1131
Cdc25b,1132
Nr4a1,1133
Col18a1,1134
Hck,1135
Spp1,1136
Uchl1,1137
Cd63,1138
Atxn2,1139
Marcks,1140
Lsm5,1141
Dbi,1142
Rpl7l1,1143
Ube2k,1144
Cd3g,1145
Cd3e,1146
Klf4,1147
Fosb,1148
Egr1,1149
Snrnp200,1150
Cwc15,1151
Lsm2,1152
Snw1,1153
Aar2,1154
Snrpg,1155
Pdia6,1156
Hif1a,1157
Il6st,1158
Cs,1159
Sdhb,1160
Hmgcl,1161
Idh3a,1162
Rrp7a,1163
Eif3l,1164
Ralbp1,1165
Pik3r1,1166
Casp3,1167
Psmd2,1168
Psmd14,1169
Ppih,1170
Ppp2cb,1171
Ulk1,1172
Ppp3r1,1173
Uqcrc2,1174
Ndufs8,1175
Psen2,1176
Ern1,1177
Stip1,1178
Traf2,1179
H2ax,1180
H4c12,1181
Atox1,1182
Cox17,1183
Sparc,1184
Actr1a,1185
Rars,1186
Hspa9,1187
Ero1lb,1188
Vamp2,1189
Top2a,1190
Dlgap5,1191
Eif1a,1192
Ms4a2,1193
Ctsl,1194
Pdhb,1195
Nadk2,1196
Sirt7,1197
Parvg,1198
Twf1,1199
Fyttd1,1200
Sarnp,1201
Ap2b1,1202
Rcan1,1203
Parp3,1204
Mrps23,1205
Mrps21,1206
Anapc4,1207
Shmt2,1208
Clns1a,1209
Col3a1,1210
Xiap,1211
Diablo,1212
Mob4,1213
Rpn2,1214
Anxa5,1215
Polr3gl,1216
Polr3e,1217
Gba2,1218
Asah1,1219
Stmn1,1220
Anapc5,1221
Cyfip1,1222
Cdipt,1223
Mtmr2,1224
Ift57,1225
Nme3,1226
G6pc3,1227
Ssx2ip,1228
Rbmxl1,1229
Fancm,1230
Rab3gap2,1231
Rab18,1232
Hnrnph2,1233
Ddx24,1234
Wdr74,1235
Usp22,1236
Taf9,1237
Ftl1-ps1,1238
Lamtor3,1239
Cd68,1240
Cd36,1241
Rad23a,1242
Ube2c,1243
Pttg1,1244
E2f2,1245
Tfdp2,1246
Glrx5,1247
Kalrn,1248
Aldh1a1,1249
Dhrs3,1250
Lrp1,1251
Aprt,1252
Selenop,1253
Map2k2,1254
Hip1r,1255
Sec61a1,1256
Eif4g3,1257
Cnp,1258
Mbp,1259
Pafah1b1,1260
Irak2,1261
Adcy7,1262
Psmb10,1263
Chkb,1264
Usf1,1265
Usf2,1266
Pnpla7,1267
Pag1,1268
Card11,1269
Ppp1r15a,1270
Mast2,1271
Fkbp5,1272
Ndufb8,1273
Trim25,1274
Icam2,1275
Thy1,1276
Lck,1277
Cd48,1278
Akt2,1279
Map2k1,1280
Mrpl24,1281
Gsdmd,1282
Chtop,1283
Poldip3,1284
Srebf2,1285
Ptpa,1286
Irf9,1287
Stk11,1288
Emg1,1289
Eif3d,1290
Eif3i,1291
Supt5,1292
Ssrp1,1293
Sart1,1294
Phb2,1295
Dlst,1296
Man2b1,1297
Man2c1,1298
Psmd4,1299
Ncoa2,1300
Nr1h2,1301
Napa,1302
Stx4a,1303
Inpp5k,1304
Itpkb,1305
Usp19,1306
Rnf123,1307
Qars,1308
Gatad1,1309
Phf12,1310
Strn4,1311
Wwp2,1312
Inpp4b,1313
Ncor2,1314
Kdm6a,1315
H2bc15,1316
H2bc8,1317
Csnk1d,1318
Trrap,1319
Taok3,1320
Rbck1,1321
Vps16,1322
Lyl1,1323
Fbxl3,1324
Lpin2,1325
Nadk,1326
Hadha,1327
Acox3,1328
Spn,1329
Rasgrp1,1330
Snrpb,1331
Lfng,1332
Dapp1,1333
Scp2,1334
Zbtb7a,1335
Baz2a,1336
Nlrc5,1337
Tnrc6a,1338
Rapgef1,1339
Mtmr3,1340
mt-Co2,1341
Tcirg1,1342
Irf7,1343
Nlrp3,1344
Igf1r,1345
Fosl2,1346
Ets2,1347
Cd300lb,1348
Rgs3,1349
Vpreb3,1350
Pink1,1351
Atp6v1e1,1352
Fcgr4,1353
Lmnb1,1354
Cers6,1355
Cr1l,1356
Vmp1,1357
Dusp6,1358
Dgat1,1359
Sun2,1360
Bcl3,1361
Ppt1,1362
Cln3,1363
Irf5,1364
Cdkn2d,1365
Selenok,1366
Itgb2l,1367
Lilra6,1368
H2bc12,1369
Hk3,1370
Bst1,1371
Pilrb2,1372
Hmgb2,1373
Stfa2,1374
Stfa3,1375
Stfa2l1,1376
Stfa1,1377
Memo1,1378
Uqcr10,1379
Rhob,1380
Alox5,1381
Mapk13,1382
Pik3r5,1383
Il6ra,1384
Pira2,1385
Ppp1r2,1386
Coro1c,1387
Ampd3,1388
Fcho2,1389
Ppp1r15b,1390
Degs1,1391
Clec4e,1392
Mmp25,1393
Pla2g7,1394
Lpcat2,1395
Ehd1,1396
Alas1,1397
Pnpla2,1398
Dgat2,1399
Alox5ap,1400
Soat1,1401
Trem1,1402
Oaz2,1403
Syne1,1404
Rps27,1405
Atp5j2,1406
Bag1,1407
St3gal5,1408
Amd1,1409
Nck2,1410
Gnai3,1411
Ssu72,1412
Arg2,1413
Il1rap,1414
Clec5a,1415
Rgs14,1416
Plxna4,1417
Atp6v0a1,1418
Lta4h,1419
Hmbs,1420
Hist1h2ap,1421
Ubxn6,1422
Cbx3,1423
Ugcg,1424
Gigyf2,1425
Rfk,1426
Blvrb,1427
Arg1,1428
Psma6,1429
Prnp,1430
Lipg,1431
